df_rate_1985,df_rate_1986,df_rate_1987,df_rate_1988,df_rate_1989,df_rate_1990,df_rate_1991,df_rate_1992,df_rate_1993,df_rate_1994,df_rate_1995,df_rate_1996,df_rate_1997,df_rate_1998,df_rate_1999,df_rate_2000,df_rate_2001,df_rate_2002,df_rate_2003,df_rate_2004,df_rate_2005,df_rate_2006,df_rate_2007,df_rate_2008,df_rate_2009,df_rate_2010,df_rate_2011,df_rate_2012,df_rate_2013,df_rate_2014,df_rate_2015,df_rate_2016,df_rate_2017,df_rate_2018,df_rate_2019,df_rate_2020,df_rate_buffer_1985,df_rate_buffer_1986,df_rate_buffer_1987,df_rate_buffer_1988,df_rate_buffer_1989,df_rate_buffer_1990,df_rate_buffer_1991,df_rate_buffer_1992,df_rate_buffer_1993,df_rate_buffer_1994,df_rate_buffer_1995,df_rate_buffer_1996,df_rate_buffer_1997,df_rate_buffer_1998,df_rate_buffer_1999,df_rate_buffer_2000,df_rate_buffer_2001,df_rate_buffer_2002,df_rate_buffer_2003,df_rate_buffer_2004,df_rate_buffer_2005,df_rate_buffer_2006,df_rate_buffer_2007,df_rate_buffer_2008,df_rate_buffer_2009,df_rate_buffer_2010,df_rate_buffer_2011,df_rate_buffer_2012,df_rate_buffer_2013,df_rate_buffer_2014,df_rate_buffer_2015,df_rate_buffer_2016,df_rate_buffer_2017,df_rate_buffer_2018,df_rate_buffer_2019,df_rate_buffer_2020,DIST_TO_ROAD,ELEVATION,NUM_POLY
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002120890774125,0.0002120890774125,0.0,0.0,0.000424178154825,0.00084835630965,0.0002120890774125,0.0,0.0010604453870625,0.000424178154825,0.0,0.0002120890774125,0.0006362672322375,0.0002120890774125,0.0002120890774125,0.0002120890774125,0.0006362672322375,0.000424178154825,0.0006362672322375,0.00084835630965,0.0014846235418875,0.0023329798515376,0.000424178154825,0.000424178154825,0.0006362672322375,0.0016967126193001,0.00084835630965,0.001272534464475,0.0,0.0003483252521874,0.0002647271916624,0.0002368611714874,0.0003761912723624,0.0002089951513124,0.0004040572925374,0.0003204592320124,0.0002647271916624,0.0007245165245499,0.0004319233127124,0.0003761912723624,0.0011982388675249,0.0008638466254249,0.0012818369280499,0.0006130524438499,0.0006687844841999,0.0006966505043749,0.0023686117148748,0.0023407456946998,0.0014211670289249,0.0008220475951624,0.0010449757565624,0.0006409184640249,0.0008638466254249,0.0013236359583124,0.0007941815749874,0.0010728417767374,0.0013375689683999,0.0016858942205874,0.0011843058574374,0.0020202864626873,0.0020202864626873,0.0017694922811124,0.0021038845232123,0.0033996544613498,41.74507141113281,201.2159881591797,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83149757906957e-05,0.0,0.0,0.0,0.0001132599031627,70.6614761352539,325.6146240234375,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001840264998159,0.0,0.0,0.0,0.0,0.0,0.0,0.0001840264998159,0.0,0.0,0.0005520794994479,0.0,0.0002424242424242,0.0001010101010101,0.0001616161616161,0.0003232323232323,0.0002020202020202,0.0002020202020202,0.0001414141414141,0.0002222222222222,0.0003030303030303,0.0006060606060606,0.0002020202020202,0.0004646464646464,0.0004646464646464,0.0003434343434343,0.0005252525252525,0.0005454545454545,0.0004444444444444,0.0007070707070707,0.0008080808080808,0.0004646464646464,0.0004242424242424,0.0006060606060606,0.0003232323232323,0.0003232323232323,0.0005050505050505,0.0004242424242424,0.0007070707070707,0.0007878787878787,0.0013131313131313,0.0018989898989898,0.0018585858585858,0.0021010101010101,0.0027272727272727,0.003070707070707,0.005090909090909,41.854793548583984,270.877197265625,2
0.0,0.0001185395922238,0.0001185395922238,0.0,0.0001185395922238,0.0001185395922238,0.0,0.0,0.0,0.0001185395922238,0.0001185395922238,0.0,0.0003556187766714,0.000592697961119,0.0003556187766714,0.0,0.0003556187766714,0.000592697961119,0.0003556187766714,0.0002370791844476,0.0008297771455666,0.0003556187766714,0.0004741583688952,0.0008297771455666,0.0008297771455666,0.0007112375533428,0.0008297771455666,0.000592697961119,0.0015410146989094,0.0013039355144618,0.0008297771455666,0.0009483167377904,0.0020151730678046,0.0008297771455666,0.0018966334755808,0.0050972024656235,0.0,3.792835334053972e-05,0.0001517134133621,0.0,1.896417667026986e-05,1.896417667026986e-05,5.6892530010809584e-05,7.585670668107944e-05,7.585670668107944e-05,7.585670668107944e-05,7.585670668107944e-05,3.792835334053972e-05,0.0002086059433729,0.0001896417667026,0.0001137850600216,0.0001706775900324,0.0001137850600216,0.0001327492366918,0.0001137850600216,0.0004172118867459,0.000284462650054,0.0001896417667026,0.0001896417667026,0.0003034268267243,0.0003034268267243,0.0006258178301189,0.0002654984733837,0.0002654984733837,0.0005309969467675,0.0006447820067891,0.0004361760634162,0.0003792835334053,0.000493068593427,0.0006068536534486,0.0010999222468756,0.003375623447308,57.65175247192383,225.1397399902344,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002072968490878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002072968490878,0.0,0.0002072968490878,0.0,0.0,0.0,0.0,0.0008291873963515,0.0024875621890547,0.0,4.354547235951142e-05,4.354547235951142e-05,0.0,4.354547235951142e-05,2.177273617975571e-05,0.0,4.354547235951142e-05,2.177273617975571e-05,4.354547235951142e-05,8.709094471902284e-05,0.0,0.0001959546256178,0.0002177273617975,8.709094471902284e-05,0.0001088636808987,0.0001306364170785,0.0001524091532582,0.0001306364170785,0.0002395000979773,0.0003919092512356,0.000174181889438,0.0001524091532582,0.0003265910426963,0.000261272834157,0.0004354547235951,0.000174181889438,0.0001088636808987,0.0005225456683141,0.0005443184044938,0.0003048183065165,0.0003701365150558,0.0006096366130331,0.0004572274597748,0.0011321822813472,0.003919092512356,56.27467346191406,232.2937164306641,8
0.0,0.0,0.0,0.0005917159763313,0.0005917159763313,0.0,0.0,0.0,0.0,0.0,0.0,0.0005917159763313,0.0,0.0,0.0005917159763313,0.0,0.0005917159763313,0.0,0.0,0.0,0.0,0.0,0.001775147928994,0.0,0.0023668639053254,0.0005917159763313,0.0,0.0005917159763313,0.0,0.0011834319526627,0.0011834319526627,0.0035502958579881,0.0047337278106508,0.0041420118343195,0.0035502958579881,0.008284023668639,0.0,0.0001692655988828,0.0001269491991621,0.000359689397626,0.000359689397626,0.0002538983983242,0.0005712713962296,0.0004866385967881,0.0004020057973467,0.0002115819986035,0.0003173729979053,0.0002538983983242,0.0003385311977656,0.0002962147980449,0.000359689397626,0.0002750565981846,0.0003173729979053,0.0002327401984639,0.000359689397626,0.0003808475974864,0.0004443221970674,0.0003808475974864,0.0003385311977656,0.0003385311977656,0.0005924295960899,0.0002115819986035,0.0002538983983242,0.0005712713962296,0.0005712713962296,0.0009098025939953,0.0010790681928781,0.0013752829909231,0.0028775151810084,0.0037026849755622,0.0052895499650889,0.0066859911558724,19.22637939453125,179.13381958007812,9
0.0,0.0001064395955295,0.0,0.0,0.0001064395955295,0.0,0.0,0.0003193187865886,0.0001064395955295,0.0001064395955295,0.000212879191059,0.0001064395955295,0.0003193187865886,0.0004257583821181,0.0004257583821181,0.0001064395955295,0.0001064395955295,0.000212879191059,0.0001064395955295,0.000212879191059,0.0003193187865886,0.0005321979776476,0.0003193187865886,0.0001064395955295,0.0006386375731772,0.0,0.0003193187865886,0.0005321979776476,0.0003193187865886,0.0003193187865886,0.0007450771687067,0.0009579563597658,0.0025545502927088,0.0020223523150612,0.0048962213943587,0.0055348589675359,0.0,0.0001928109075884,0.000123949869164,0.0003443051921222,0.0003167607767525,0.0002341275306431,0.0005508883073956,0.0003856218151769,0.0004544828536014,0.0002065831152733,0.0003580773998071,0.0002892163613827,0.0003305329844374,0.0002754441536978,0.0003167607767525,0.0002892163613827,0.0003580773998071,0.0002341275306431,0.0004957994766561,0.0003856218151769,0.0005371160997107,0.0004269384382316,0.0004407106459165,0.0004269384382316,0.0005508883073956,0.000247899738328,0.0002341275306431,0.0005646605150805,0.0006059771381352,0.0009640545379424,0.0011981820685855,0.0014736262222834,0.0027131249139237,0.0038699903594546,0.0049304503511912,0.0063214433273653,34.69378662109375,181.5921936035156,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002295157218269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002295157218269,0.0,0.0,0.0,0.0,0.0,0.0,0.0002295157218269,0.0,0.0,0.0,0.0,0.0,0.0004590314436538,0.0006885471654808,0.0,0.0002295157218269,0.0013770943309616,0.0,0.0,0.0005477171150644,0.0005258084304618,0.000876347384103,0.0002848128998334,0.0006134431688721,0.0011173429147313,0.0011830689685391,0.0014678818683726,0.0017088773990009,0.0014021558145648,0.0016431513451932,0.0016431513451932,0.001292612391552,0.0013802471299623,0.0012049776531417,0.0009858908071159,0.0012268863377442,0.0017088773990009,0.0015116992375777,0.0013583384453597,0.0009858908071159,0.000876347384103,0.0006791692226798,0.0006353518534747,0.0008544386995004,0.0009201647533082,0.0008325300148979,0.0011173429147313,0.0016431513451932,0.0017526947682061,0.0024975900446937,0.0025194987292962,0.0021470510910524,0.0029138550521426,0.003877837174656,23.801803588867188,137.49732971191406,11
0.0,0.0003430531732418,0.0003430531732418,0.0,0.0003430531732418,0.0,0.0003430531732418,0.0,0.0,0.0010291595197255,0.0,0.0,0.0003430531732418,0.0,0.0003430531732418,0.0006861063464837,0.0006861063464837,0.0,0.0,0.0,0.0003430531732418,0.0,0.0003430531732418,0.0,0.0013722126929674,0.0003430531732418,0.0013722126929674,0.0006861063464837,0.0003430531732418,0.0003430531732418,0.0006861063464837,0.0020583190394511,0.0041166380789022,0.0144082332761578,0.0281303602058319,0.0106346483704974,0.0,0.0009090909090909,0.0006759906759906,0.0006060606060606,0.0009090909090909,0.0004895104895104,0.0011421911421911,0.0008391608391608,0.0009324009324009,0.0007692307692307,0.0011188811188811,0.0007459207459207,0.0009324009324009,0.0008158508158508,0.0009324009324009,0.0008857808857808,0.0009790209790209,0.0006759906759906,0.001025641025641,0.0008391608391608,0.0011421911421911,0.0011655011655011,0.0008857808857808,0.0009324009324009,0.0009790209790209,0.0008158508158508,0.0006993006993006,0.0012820512820512,0.0013519813519813,0.0017482517482517,0.0026340326340326,0.0029137529137529,0.0048951048951048,0.0074358974358974,0.0077622377622377,0.0113519813519813,15.30167007446289,220.5375213623047,12
0.0,0.0,0.0,0.0,0.0002874389192296,0.0002874389192296,0.0,0.0002874389192296,0.0,0.0002874389192296,0.0,0.0,0.0002874389192296,0.0,0.0002874389192296,0.0,0.0,0.0,0.0002874389192296,0.0002874389192296,0.0005748778384593,0.0002874389192296,0.0002874389192296,0.0002874389192296,0.0002874389192296,0.0002874389192296,0.0002874389192296,0.0005748778384593,0.0002874389192296,0.0002874389192296,0.0011497556769186,0.0011497556769186,0.0008623167576889,0.0022995113538373,0.0031618281115263,0.0040241448692152,0.0,0.0002790390908399,0.0001775703305344,0.0003044062809162,0.0002790390908399,0.0002029375206108,0.0008371172725197,0.0005073438015271,0.000431242231298,0.0004058750412216,0.0005327109916034,0.0003044062809162,0.0005073438015271,0.0004566094213743,0.0004819766114507,0.0003805078511453,0.000431242231298,0.0003551406610689,0.0005834453717561,0.0003551406610689,0.0005073438015271,0.0005580781816798,0.0006088125618325,0.0005073438015271,0.0008878516526724,0.000431242231298,0.0003044062809162,0.000862484462596,0.0008117500824433,0.0011668907435123,0.0017757033053448,0.0020801095862611,0.0043377895030567,0.0068998757007686,0.0085994774358844,0.0101976104106948,18.72029495239257,200.06854248046875,13
