2012,1.0,32.3,0.5,153.9,13.3
2013,47.7,476.0,178.0,256.5,78.0
2014,60.1,410.8,267.3,213.8,53.7
2015,86.5,378.7,247.3,229.0,37.6
2016,45.6,296.7,216.8,235.5,34.1
2017,29.4,247.9,207.8,227.1,25.7
2018,20.9,242.3,211.5,262.2,37.8
2019,19.8,208.3,200.7,261.4,30.7
2020,19.7,166.0,165.0,255.1,28.7
2021,22.9,162.5,160.9,313.7,44.5
